type,subject,grade,difficulty,language,question,statement,answers,correct_index,correct_answer,explanation,unit,image_url,tags,time_limit,created_at,updated_at
multiple-choice,math,5,4,fr,Combien font 145 ÷ 12 ? (arrondir à l'entier le plus proche),,"[""12"", ""13"", ""11"", ""14""]",0,,Le résultat correct est 12.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,4,en,What is the capital of Australia?,,"[""Cairo"", ""Athens"", ""Canberra"", ""Buenos Aires""]",2,,The capital of Australia is Canberra.,,,"[""geography"", ""capitals"", ""en"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,5,fr,Quel est le pluriel de 'mouse' en anglais ?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' est un pluriel irrégulier.,,,"[""language"", ""grammar"", ""fr"", ""grade-1"", ""diff-5""]",36000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,3,fr,Combien font 93 − 5 ?,,"[""87"", ""89"", ""88"", ""90""]",2,,Le résultat correct est 88.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,1,en,,10 + 10 equals 2 × 10.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,1,en,A square has side 9 cm. What is its perimeter?,,"[""40"", ""44"", ""32"", ""36""]",3,,The correct result is 36.,,,"[""math"", ""arithmetic"", ""en"", ""grade-2"", ""diff-1""]",12800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,3,1,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,1,2,fr,Sur quel continent se trouve Greece ?,,"[""Antarctica"", ""Europe"", ""South America"", ""North America""]",1,,Greece se trouve en Europe.,,,"[""geography"", ""continents"", ""fr"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,2,4,en,,20 + 20 equals 2 × 20.,,,True,"By distributive property, it's always true.",,,"[""math"", ""true-false"", ""en"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,5,3,en,What is 25% of 80?,,,,20,25% of 80 = 80×25/100 = 20.,,,"[""math"", ""number-input"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,3,en,A square has side 25 cm. What is its perimeter?,,"[""108"", ""96"", ""100"", ""104""]",2,,The correct result is 100.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,4,3,en,How many letters are in the word 'mountain'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,3,fr,Combien font 16 + 32 ?,,"[""50"", ""48"", ""47"", ""49""]",1,,Le résultat correct est 48.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,general-knowledge,6,3,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",1,,Recognize the animal in the image.,,https://picsum.photos/seed/img345/400/300,"[""general-knowledge"", ""image"", ""en"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,1,1,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,3,en,A square has side 26 cm. What is its perimeter?,,"[""108"", ""112"", ""100"", ""104""]",3,,The correct result is 104.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,2,de,Wie heißt die Hauptstadt von Poland?,,"[""New Delhi"", ""Oslo"", ""Tirana"", ""Warsaw""]",3,,Die Hauptstadt von Poland ist Warsaw.,,,"[""geography"", ""capitals"", ""de"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,2,fr,Sur quel continent se trouve United Kingdom ?,,"[""South America"", ""North America"", ""Europe"", ""Africa""]",2,,United Kingdom se trouve en Europe.,,,"[""geography"", ""continents"", ""fr"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,2,5,de,Wähle den richtigen Artikel: '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' beginnt mit Vokal → 'an'.,,,"[""language"", ""grammar"", ""de"", ""grade-2"", ""diff-5""]",32000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,3,4,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,6,2,en,How many letters are in the word 'mountain'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,1,de,Wie viel ist 69 ÷ 10? (auf ganze Zahl runden),,"[""9"", ""8"", ""6"", ""7""]",3,,Das richtige Ergebnis ist 7.,,,"[""math"", ""arithmetic"", ""de"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,3,en,What is 75 − 1?,,"[""75"", ""76"", ""74"", ""73""]",2,,The correct result is 74.,,,"[""math"", ""arithmetic"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,5,fr,Quelle est la capitale de Ukraine ?,,"[""Amsterdam"", ""Belgrade"", ""Brussels"", ""Kyiv""]",3,,La capitale de Ukraine est Kyiv.,,,"[""geography"", ""capitals"", ""fr"", ""grade-2"", ""diff-5""]",32000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,5,en,What is 38 − 9?,,"[""31"", ""29"", ""30"", ""28""]",1,,The correct result is 29.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-5""]",28000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,3,1,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,5,4,en,What is the capital of Kosovo?,,"[""Pristina"", ""New Delhi"", ""Beijing"", ""Copenhagen""]",0,,The capital of Kosovo is Pristina.,,,"[""geography"", ""capitals"", ""en"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,4,3,de,Welche Form ist auf dem Bild zu sehen?,,"[""Kreis"", ""Quadrat"", ""Dreieck"", ""Rechteck""]",2,,Erkenne die einfache geometrische Form.,,https://picsum.photos/seed/img359/400/300,"[""math"", ""image"", ""de"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,5,1,fr,Choisissez l'article correct : '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' commence par une voyelle → 'an'.,,,"[""language"", ""grammar"", ""fr"", ""grade-5"", ""diff-1""]",8000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,6,1,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",0,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img361/400/300,"[""geography"", ""image"", ""fr"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,4,fr,Combien font 32 ÷ 3 ? (arrondir à l'entier le plus proche),,"[""10"", ""11"", ""13"", ""12""]",1,,Le résultat correct est 11.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,2,en,What is the capital of Serbia?,,"[""Tirana"", ""Belgrade"", ""Kyiv"", ""Mexico City""]",1,,The capital of Serbia is Belgrade.,,,"[""geography"", ""capitals"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,1,1,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",3,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img364/400/300,"[""math"", ""image"", ""fr"", ""grade-1"", ""diff-1""]",14400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,3,en,What is 17 ÷ 6? (round to nearest integer),,"[""2"", ""3"", ""5"", ""4""]",1,,The correct result is 3.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,language,6,2,en,How many letters are in the word 'elephant'?,,,,8,Count the letters in the word.,,,"[""language"", ""spelling"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,1,2,en,How many days are there in a leap year?,,,,366,Leap years have 366 days.,,,"[""general-knowledge"", ""number-input"", ""en"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,math,6,3,fr,Combien font 22 × 69 ?,,,,1518,22×69=1518.,,,"[""math"", ""number-input"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,4,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-1"", ""diff-4""]",30600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,4,3,en,What is normal human body temperature (°C)?,,"[""36.5\u201337.5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,Normal range is about 36.5–37.5°C.,,,"[""general-knowledge"", ""en"", ""grade-4"", ""diff-3""]",16800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,6,1,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,6,4,en,,"In English, a sentence must start with a capital letter.",,,True,This is a standard grammar rule.,,,"[""language"", ""true-false"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,6,2,en,What is normal human body temperature (°C)?,,"[""36.5\u201337.5\u00b0C"", ""20\u201325\u00b0C"", ""15\u201318\u00b0C"", ""40\u201342\u00b0C""]",0,,Normal range is about 36.5–37.5°C.,,,"[""general-knowledge"", ""en"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,2,2,de,Wie viel ist 45 − 5?,,"[""42"", ""39"", ""41"", ""40""]",3,,Das richtige Ergebnis ist 40.,,,"[""math"", ""arithmetic"", ""de"", ""grade-2"", ""diff-2""]",17600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,language,3,4,de,,Im Englischen beginnt ein Satz mit einem Großbuchstaben.,,,True,Das ist eine Standardregel der Grammatik.,,,"[""language"", ""true-false"", ""de"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,3,3,en,A square has side 9 cm. What is its perimeter?,,"[""36"", ""44"", ""40"", ""32""]",0,,The correct result is 36.,,,"[""math"", ""arithmetic"", ""en"", ""grade-3"", ""diff-3""]",19600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,4,2,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-4"", ""diff-2""]",13200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,6,4,en,What is 31 + 34?,,"[""66"", ""64"", ""65"", ""67""]",2,,The correct result is 65.,,,"[""math"", ""arithmetic"", ""en"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,math,2,4,de,Welche Form ist auf dem Bild zu sehen?,,"[""Kreis"", ""Quadrat"", ""Dreieck"", ""Rechteck""]",1,,Erkenne die einfache geometrische Form.,,https://picsum.photos/seed/img379/400/300,"[""math"", ""image"", ""de"", ""grade-2"", ""diff-4""]",27200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,general-knowledge,6,5,en,,"At sea level, water boils at 100°C.",,,True,Boiling point of water at sea level is 100°C.,,,"[""general-knowledge"", ""true-false"", ""en"", ""grade-6"", ""diff-5""]",16000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,2,en,A square has side 2 cm. What is its perimeter?,,"[""4"", ""16"", ""8"", ""12""]",2,,The correct result is 8.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-2""]",11000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,3,fr,,12 + 32 est supérieur à 12 × 32.,,,False,Comparez la somme et le produit.,,,"[""math"", ""true-false"", ""fr"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,3,de,Wie viel ist 11 × 5?,,"[""52"", ""55"", ""59"", ""54""]",1,,Das richtige Ergebnis ist 55.,,,"[""math"", ""arithmetic"", ""de"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,3,en,Choose the correct form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural subject uses 'are'.,,,"[""language"", ""grammar"", ""en"", ""grade-1"", ""diff-3""]",25200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,3,1,fr,Quel animal est montré sur l'image ?,,"[""Chat"", ""Chien"", ""Oiseau"", ""Poisson""]",2,,Reconnaissez l'animal sur l'image.,,https://picsum.photos/seed/img385/400/300,"[""geography"", ""image"", ""fr"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,5,fr,Combien font 4 × 10 ?,,"[""42"", ""44"", ""43"", ""40""]",3,,Le résultat correct est 40.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-5"", ""diff-5""]",20000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,6,2,fr,Choisissez l'article correct : '___ apple',,"[""an"", ""a"", ""the"", ""\u2014""]",0,,'apple' commence par une voyelle → 'an'.,,,"[""language"", ""grammar"", ""fr"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,6,2,fr,Quelle est la capitale de Argentina ?,,"[""Oslo"", ""Lisbon"", ""Buenos Aires"", ""Tirana""]",2,,La capitale de Argentina est Buenos Aires.,,,"[""geography"", ""capitals"", ""fr"", ""grade-6"", ""diff-2""]",8800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,general-knowledge,5,3,en,"In a food chain, which is a plant?",,"[""Producer"", ""Consumer"", ""Decomposer"", ""Predator""]",0,,Plants are producers.,,,"[""general-knowledge"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,1,2,en,What is 47 + 1?,,"[""48"", ""47"", ""50"", ""49""]",0,,The correct result is 48.,,,"[""math"", ""arithmetic"", ""en"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
number-input,general-knowledge,3,2,fr,Combien de jours y a-t-il dans une année bissextile ?,,,,366,Les années bissextiles ont 366 jours.,,,"[""general-knowledge"", ""number-input"", ""fr"", ""grade-3"", ""diff-2""]",15400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,6,3,de,,22 ist eine ungerade Zahl.,,,False,Ungerade Zahlen sind nicht durch 2 teilbar.,,,"[""math"", ""true-false"", ""de"", ""grade-6"", ""diff-3""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,1,2,en,What is the plural of 'mouse'?,,"[""mouses"", ""mices"", ""mice"", ""mouse""]",2,,'mouse' → 'mice' is an irregular plural.,,,"[""language"", ""grammar"", ""en"", ""grade-1"", ""diff-2""]",19800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,3,en,What is 22 + 39?,,"[""62"", ""60"", ""63"", ""61""]",3,,The correct result is 61.,,,"[""math"", ""arithmetic"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,language,3,1,de,Wähle die richtige Form: 'They ___ happy.',,"[""is"", ""are"", ""am"", ""be""]",1,,Plural verwendet 'are'.,,,"[""language"", ""grammar"", ""de"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,5,4,de,Wie viel ist 12 × 6?,,"[""72"", ""76"", ""75"", ""74""]",0,,Das richtige Ergebnis ist 72.,,,"[""math"", ""arithmetic"", ""de"", ""grade-5"", ""diff-4""]",17000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,3,en,On which continent is Denmark?,,"[""Africa"", ""Europe"", ""Antarctica"", ""Oceania""]",1,,Denmark is in Europe.,,,"[""geography"", ""continents"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,5,3,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",0,,Recognize the animal in the image.,,https://picsum.photos/seed/img398/400/300,"[""geography"", ""image"", ""en"", ""grade-5"", ""diff-3""]",14000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,3,1,en,,Prague is the capital of Czech Republic.,,,True,Correct capital-country pair.,,,"[""geography"", ""true-false"", ""en"", ""grade-3"", ""diff-1""]",11200,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,math,4,1,fr,Combien font 6 + 43 ?,,"[""48"", ""50"", ""49"", ""51""]",2,,Le résultat correct est 49.,,,"[""math"", ""arithmetic"", ""fr"", ""grade-4"", ""diff-1""]",9600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,geography,6,4,de,Welches Tier ist auf dem Bild zu sehen?,,"[""Katze"", ""Hund"", ""Vogel"", ""Fisch""]",3,,Erkenne das Tier auf dem Bild.,,https://picsum.photos/seed/img401/400/300,"[""geography"", ""image"", ""de"", ""grade-6"", ""diff-4""]",13600,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,math,3,4,en,,66 is an even number.,,,True,Even numbers are divisible by 2.,,,"[""math"", ""true-false"", ""en"", ""grade-3"", ""diff-4""]",23800,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
true-false,geography,6,1,de,,Helsinki ist die Hauptstadt von Sweden.,,,False,Die Hauptstadt von Sweden ist Stockholm.,,,"[""geography"", ""true-false"", ""de"", ""grade-6"", ""diff-1""]",6400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,language,3,5,en,Which animal is shown in the image?,,"[""Cat"", ""Dog"", ""Bird"", ""Fish""]",1,,Recognize the animal in the image.,,https://picsum.photos/seed/img404/400/300,"[""language"", ""image"", ""en"", ""grade-3"", ""diff-5""]",28000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
image-question,language,2,5,fr,Quelle forme est montrée sur l'image ?,,"[""Cercle"", ""Carr\u00e9"", ""Triangle"", ""Rectangle""]",0,,Identifiez la forme géométrique simple.,,https://picsum.photos/seed/img405/400/300,"[""language"", ""image"", ""fr"", ""grade-2"", ""diff-5""]",32000,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
multiple-choice,geography,2,3,en,On which continent is Egypt?,,"[""North America"", ""Antarctica"", ""South America"", ""Africa""]",3,,Egypt is in Africa.,,,"[""geography"", ""continents"", ""en"", ""grade-2"", ""diff-3""]",22400,2025-09-02T11:00:00.000Z,2025-09-02T11:00:00.000Z
